※ 매년 말일자 통계 현황,,,,,,,
,,2011년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1153072000,서울특별시 구로구 고척제1동,"25,687","9,728",          2.64,"12,942","12,745",          1.02
1153073000,서울특별시 구로구 고척제2동,"31,299","11,965",          2.62,"15,882","15,417",          1.03
1153074000,서울특별시 구로구 개봉제1동,"34,309","13,617",          2.52,"17,301","17,008",          1.02
1153075000,서울특별시 구로구 개봉제2동,"34,871","12,687",          2.75,"17,224","17,647",          0.98
1153076000,서울특별시 구로구 개봉제3동,"22,013","8,319",          2.65,"11,006","11,007",          1.00
1153077000,서울특별시 구로구 오류제1동,"20,835","8,521",          2.45,"10,483","10,352",          1.01
1153078000,서울특별시 구로구 오류제2동,"38,644","14,019",          2.76,"19,382","19,262",          1.01
1153079000,서울특별시 구로구 수궁동,"25,827","9,839",          2.62,"12,983","12,844",          1.01
1154500000,서울특별시 금천구 ,"243,438","103,600",          2.35,"124,665","118,773",          1.05
1154551000,서울특별시 금천구 가산동,"19,629","10,862",          1.81,"11,065","8,564",          1.29
1154561000,서울특별시 금천구 독산제1동,"31,687","13,904",          2.28,"16,520","15,167",          1.09
1154562000,서울특별시 금천구 독산제2동,"23,311","10,010",          2.33,"11,835","11,476",          1.03
1154563000,서울특별시 금천구 독산제3동,"28,681","12,778",          2.24,"14,555","14,126",          1.03
1154564000,서울특별시 금천구 독산제4동,"19,343","8,335",          2.32,"9,900","9,443",          1.05
1154567000,서울특별시 금천구 시흥제1동,"34,287","14,454",          2.37,"17,441","16,846",          1.04
1154568000,서울특별시 금천구 시흥제2동,"25,304","8,839",          2.86,"12,529","12,775",          0.98
1154569000,서울특별시 금천구 시흥제3동,"12,703","4,879",          2.60,"6,417","6,286",          1.02
1154570000,서울특별시 금천구 시흥제4동,"24,294","9,639",          2.52,"12,243","12,051",          1.02
1154571000,서울특별시 금천구 시흥제5동,"24,199","9,900",          2.44,"12,160","12,039",          1.01
1156000000,서울특별시 영등포구 ,"397,443","168,850",          2.35,"199,987","197,456",          1.01
1156051500,서울특별시 영등포구 영등포본동,"25,513","11,104",          2.30,"12,993","12,520",          1.04
1156053500,서울특별시 영등포구 영등포동,"19,054","10,508",          1.81,"10,886","8,168",          1.33
1156054000,서울특별시 영등포구 여의동,"34,072","12,686",          2.69,"16,289","17,783",          0.92
1156055000,서울특별시 영등포구 당산제1동,"21,221","9,488",          2.24,"10,610","10,611",          1.00
1156056000,서울특별시 영등포구 당산제2동,"34,112","13,918",          2.45,"16,692","17,420",          0.96
1156058500,서울특별시 영등포구 도림동,"18,786","8,861",          2.12,"9,569","9,217",          1.04
1156060500,서울특별시 영등포구 문래동,"32,494","12,331",          2.64,"16,233","16,261",          1.00
1156061000,서울특별시 영등포구 양평제1동,"17,243","7,292",          2.36,"8,655","8,588",          1.01
1156062000,서울특별시 영등포구 양평제2동,"22,130","8,703",          2.54,"11,245","10,885",          1.03
1156063000,서울특별시 영등포구 신길제1동,"21,133","10,030",          2.11,"10,652","10,481",          1.02
1156065000,서울특별시 영등포구 신길제3동,"17,523","7,329",          2.39,"8,830","8,693",          1.02
1156066000,서울특별시 영등포구 신길제4동,"13,038","5,654",          2.31,"6,568","6,470",          1.02
1156067000,서울특별시 영등포구 신길제5동,"17,120","7,402",          2.31,"8,569","8,551",          1.00
1156068000,서울특별시 영등포구 신길제6동,"23,841","9,842",          2.42,"11,883","11,958",          0.99
1156069000,서울특별시 영등포구 신길제7동,"16,100","6,203",          2.60,"8,069","8,031",          1.00
1156070000,서울특별시 영등포구 대림제1동,"17,073","7,425",          2.30,"8,557","8,516",          1.00
1156071000,서울특별시 영등포구 대림제2동,"18,039","8,226",          2.19,"9,005","9,034",          1.00
1156072000,서울특별시 영등포구 대림제3동,"28,951","11,848",          2.44,"14,682","14,269",          1.03
1159000000,서울특별시 동작구 ,"401,408","167,099",          2.40,"197,672","203,736",          0.97
1159051000,서울특별시 동작구 노량진제1동,"34,084","14,219",          2.40,"17,122","16,962",          1.01
1159052000,서울특별시 동작구 노량진제2동,"16,235","7,824",          2.08,"8,091","8,144",          0.99
1159053000,서울특별시 동작구 상도제1동,"39,070","17,182",          2.27,"19,233","19,837",          0.97
1159054000,서울특별시 동작구 상도제2동,"26,100","11,031",          2.37,"12,766","13,334",          0.96
1159055000,서울특별시 동작구 상도제3동,"24,877","10,073",          2.47,"12,275","12,602",          0.97
1159056000,서울특별시 동작구 상도제4동,"29,913","11,909",          2.51,"14,903","15,010",          0.99
1159060500,서울특별시 동작구 흑석동,"33,574","14,860",          2.26,"16,577","16,997",          0.98
1159062000,서울특별시 동작구 사당제1동,"23,250","10,882",          2.14,"11,198","12,052",          0.93
1159063000,서울특별시 동작구 사당제2동,"29,711","12,167",          2.44,"14,614","15,097",          0.97
1159064000,서울특별시 동작구 사당제3동,"25,677","10,265",          2.50,"12,656","13,021",          0.97
1159065000,서울특별시 동작구 사당제4동,"15,213","6,325",          2.41,"7,450","7,763",          0.96
1159065100,서울특별시 동작구 사당제5동,"15,750","6,438",          2.45,"7,807","7,943",          0.98
1159066000,서울특별시 동작구 대방동,"40,446","15,536",          2.60,"19,686","20,760",          0.95
1159067000,서울특별시 동작구 신대방제1동,"26,431","10,168",          2.60,"12,956","13,475",          0.96
1159068000,서울특별시 동작구 신대방제2동,"21,077","8,220",          2.56,"10,338","10,739",          0.96
1162000000,서울특별시 관악구 ,"526,397","246,979",          2.13,"267,145","259,252",          1.03
1162052500,서울특별시 관악구 보라매동,"26,883","11,682",          2.30,"13,362","13,521",          0.99
1162054500,서울특별시 관악구 청림동,"17,235","6,706",          2.57,"8,482","8,753",          0.97
1162056500,서울특별시 관악구 성현동,"34,979","12,855",          2.72,"17,286","17,693",          0.98
1162057500,서울특별시 관악구 행운동,"30,047","15,395",          1.95,"14,906","15,141",          0.98
1162058500,서울특별시 관악구 낙성대동,"17,788","9,824",          1.81,"9,169","8,619",          1.06
1162059500,서울특별시 관악구 청룡동,"33,421","17,768",          1.88,"16,806","16,615",          1.01
1162060500,서울특별시 관악구 은천동,"36,448","14,965",          2.44,"18,196","18,252",          1.00
1162061500,서울특별시 관악구 중앙동,"14,865","7,452",          1.99,"7,384","7,481",          0.99
1162062500,서울특별시 관악구 인헌동,"28,464","13,085",          2.18,"14,252","14,212",          1.00
1162063000,서울특별시 관악구 남현동,"18,008","8,087",          2.23,"8,729","9,279",          0.94
1162064500,서울특별시 관악구 서원동,"24,005","12,419",          1.93,"12,141","11,864",          1.02
1162065500,서울특별시 관악구 신원동,"20,008","9,474",          2.11,"9,922","10,086",          0.98
1162066500,서울특별시 관악구 서림동,"24,846","13,328",          1.86,"13,639","11,207",          1.22
1162068500,서울특별시 관악구 신사동,"25,213","12,211",          2.06,"12,669","12,544",          1.01
1162069500,서울특별시 관악구 신림동,"18,838","12,738",          1.48,"9,341","9,497",          0.98
1162071500,서울특별시 관악구 난향동,"18,009","6,783",          2.66,"9,012","8,997",          1.00
1162072500,서울특별시 관악구 조원동,"18,226","9,105",          2.00,"9,281","8,945",          1.04
1162073500,서울특별시 관악구 대학동,"23,083","13,928",          1.66,"13,801","9,282",          1.49
1162074500,서울특별시 관악구 삼성동,"30,061","12,325",          2.44,"15,216","14,845",          1.02
1162076500,서울특별시 관악구 미성동,"34,544","13,901",          2.49,"17,507","17,037",          1.03
1162077500,서울특별시 관악구 난곡동,"31,426","12,948",          2.43,"16,044","15,382",          1.04
1165000000,서울특별시 서초구 ,"433,564","168,988",          2.57,"209,902","223,662",          0.94
1165051000,서울특별시 서초구 서초1동,"21,449","8,926",          2.40,"10,410","11,039",          0.94
1165052000,서울특별시 서초구 서초2동,"23,301","9,000",          2.59,"11,448","11,853",          0.97
1165053000,서울특별시 서초구 서초3동,"31,114","12,579",          2.47,"15,585","15,529",          1.00
1165053100,서울특별시 서초구 서초4동,"30,817","10,733",          2.87,"15,002","15,815",          0.95
1165054000,서울특별시 서초구 잠원동,"37,091","14,841",          2.50,"17,740","19,351",          0.92
1165055000,서울특별시 서초구 반포본동,"13,487","4,514",          2.99,"6,386","7,101",          0.90
1165056000,서울특별시 서초구 반포1동,"33,516","14,818",          2.26,"16,033","17,483",          0.92
1165057000,서울특별시 서초구 반포2동,"22,623","7,428",          3.05,"10,750","11,873",          0.91
1165058000,서울특별시 서초구 반포3동,"24,517","8,593",          2.85,"11,730","12,787",          0.92
1165058100,서울특별시 서초구 반포4동,"20,618","7,471",          2.76,"9,869","10,749",          0.92
1165059000,서울특별시 서초구 방배본동,"22,196","8,218",          2.70,"10,523","11,673",          0.90
1165060000,서울특별시 서초구 방배1동,"17,089","6,878",          2.48,"8,223","8,866",          0.93
1165061000,서울특별시 서초구 방배2동,"27,651","11,095",          2.49,"13,390","14,261",          0.94
1165062000,서울특별시 서초구 방배3동,"26,209","9,839",          2.66,"12,790","13,419",          0.95
1165062100,서울특별시 서초구 방배4동,"25,905","10,027",          2.58,"12,149","13,756",          0.88
1165065100,서울특별시 서초구 양재1동,"26,683","11,078",          2.41,"12,904","13,779",          0.94
1165065200,서울특별시 서초구 양재2동,"23,300","10,416",          2.24,"11,800","11,500",          1.03
1165066000,서울특별시 서초구 내곡동,"5,998","2,534",          2.37,"3,170","2,828",          1.12
1168000000,서울특별시 강남구 ,"565,710","231,983",          2.44,"271,991","293,719",          0.93
1168051000,서울특별시 강남구 신사동,"20,411","8,858",          2.30,"9,573","10,838",          0.88
1168052100,서울특별시 강남구 논현1동,"26,832","15,562",          1.72,"12,583","14,249",          0.88
1168053100,서울특별시 강남구 논현2동,"23,041","11,066",          2.08,"10,823","12,218",          0.89
1168054500,서울특별시 강남구 압구정동,"29,468","11,312",          2.61,"13,755","15,713",          0.88
1168056500,서울특별시 강남구 청담동,"31,192","12,594",          2.48,"14,936","16,256",          0.92
1168058000,서울특별시 강남구 삼성1동,"15,809","5,935",          2.66,"7,970","7,839",          1.02
1168059000,서울특별시 강남구 삼성2동,"32,689","14,330",          2.28,"15,695","16,994",          0.92
1168060000,서울특별시 강남구 대치1동,"20,825","6,286",          3.31,"10,279","10,546",          0.97
1168061000,서울특별시 강남구 대치2동,"43,550","14,264",          3.05,"22,033","21,517",          1.02
